# tildes-es.tsv — mapa de restauración de tildes (generado, NO editar a mano)
# Generador: scripts/gen-tildes.ts  |  Regla: entra solo si la forma sin
# tilde NO es palabra española válida y la restauración es única.
# Fuente: RLA-ES via LibreOffice/dictionaries (MPL 1.1)
# es_ES.dic sha256=6975dddec3d5d2c676069537bc67b4b5f786c65c5d4cf6703a82acf779ac9ec1
# es_ES.aff sha256=e73a9bf8e1383f4986a5dc9e2fbed49371c0c61f511c626d15586bd433c1cad9
# pares=157895
abaca	abacá
aborregaramos	aborregáramos
aborregaria	aborregaría
aborregariais	aborregaríais
aborregariamos	aborregaríamos
aborregarian	aborregarían
aborregarias	aborregarías
aborregasemos	aborregásemos
aborregueis	aborreguéis
aborrezcais	aborrezcáis
aborronabamos	aborronábamos
aborronais	aborronáis
aborronandose	aborronándose
aborronaramos	aborronáramos
aborronaria	aborronaría
aborronariais	aborronaríais
aborronariamos	aborronaríamos
aborronarian	aborronarían
aborronarias	aborronarías
aborronasemos	aborronásemos
aborroneis	aborronéis
abortabamos	abortábamos
abortais	abortáis
abortandose	abortándose
abortaramos	abortáramos
abortaria	abortaría
abortariais	abortaríais
abortariamos	abortaríamos
abortarian	abortarían
abortarias	abortarías
abortasemos	abortásemos
aborteis	abortéis
aborton	abortón
aborujabamos	aborujábamos
aborujais	aborujáis
aborujandose	aborujándose
aborujaramos	aborujáramos
aborujaria	aborujaría
aborujariais	aborujaríais
aborujariamos	aborujaríamos
aborujarian	aborujarían
aborujarias	aborujarías
aborujasemos	aborujásemos
aborujeis	aborujéis
abotagabamos	abotagábamos
abotagais	abotagáis
abotagandose	abotagándose
abotagaramos	abotagáramos
abotagaria	abotagaría
abotagariais	abotagaríais
abotagariamos	abotagaríamos
abotagarian	abotagarían
abotagarias	abotagarías
abotagasemos	abotagásemos
abotagueis	abotaguéis
abotargabamos	abotargábamos
abotargais	abotargáis
abotargandose	abotargándose
abotargaramos	abotargáramos
abotargaria	abotargaría
abotargariais	abotargaríais
abotargariamos	abotargaríamos
abotargarian	abotargarían
abotargarias	abotargarías
abotargasemos	abotargásemos
abotargueis	abotarguéis
abotonabamos	abotonábamos
abotonais	abotonáis
abotonandose	abotonándose
abotonaramos	abotonáramos
abotonaria	abotonaría
abotonariais	abotonaríais
abotonariamos	abotonaríamos
abotonarian	abotonarían
abotonarias	abotonarías
abotonasemos	abotonásemos
abotoneis	abotonéis
abovedabamos	abovedábamos
abovedais	abovedáis
abovedandose	abovedándose
abovedaramos	abovedáramos
abovedaria	abovedaría
abovedariais	abovedaríais
abovedariamos	abovedaríamos
abovedarian	abovedarían
abovedarias	abovedarías
abovedasemos	abovedásemos
abovedeis	abovedéis
aboyabamos	aboyábamos
aboyais	aboyáis
aboyandose	aboyándose
aboyaramos	aboyáramos
aboyaria	aboyaría
aboyariais	aboyaríais
aboyariamos	aboyaríamos
aboyarian	aboyarían
aboyarias	aboyarías
aboyasemos	aboyásemos
aboyeis	aboyéis
abozalabamos	abozalábamos
abozalais	abozaláis
abozalandose	abozalándose
abozalaramos	abozaláramos
abozalaria	abozalaría
abozalariais	abozalaríais
abozalariamos	abozalaríamos
abozalarian	abozalarían
abozalarias	abozalarías
abozalasemos	abozalásemos
abozaleis	abozaléis
abraceis	abracéis
abrais	abráis
abrala	ábrala
abralas	ábralas
abralo	ábralo
abralos	ábralos
abrame	ábrame
abramonos	abrámonos
abranla	ábranla
abranlas	ábranlas
abranlo	ábranlo
abranlos	ábranlos
abranme	ábranme
abrannos	ábrannos
abranos	ábranos
abranse	ábranse
abrasabamos	abrasábamos
abrasais	abrasáis
abrasandola	abrasándola
abrasandolas	abrasándolas
abrasandole	abrasándole
abrasandoles	abrasándoles
abrasandolo	abrasándolo
abrasandolos	abrasándolos
abrasandome	abrasándome
abrasandonos	abrasándonos
abrasandoos	abrasándoos
abrasandose	abrasándose
abrasandote	abrasándote
abrasaramos	abrasáramos
abrasaria	abrasaría
abrasariais	abrasaríais
abrasariamos	abrasaríamos
abrasarian	abrasarían
abrasarias	abrasarías
abrasasemos	abrasásemos
abraseis	abraséis
abrasion	abrasión
abraveceis	abravecéis
abravecera	abravecerá
abraveceran	abravecerán
abraveceras	abravecerás
abravecere	abraveceré
abravecereis	abraveceréis
abraveceria	abravecería
abraveceriais	abraveceríais
abraveceriamos	abraveceríamos
abravecerian	abravecerían
abravecerias	abravecerías
abraveci	abravecí
abravecia	abravecía
abraveciais	abravecíais
abraveciamos	abravecíamos
abravecian	abravecían
abravecias	abravecías
abraveciendose	abraveciéndose
abravecieramos	abraveciéramos
abravecieremos	abraveciéremos
abraveciesemos	abraveciésemos
abravecio	abraveció
abravezcais	abravezcáis
abrazabamos	abrazábamos
abrazais	abrazáis
abrazala	abrázala
abrazalas	abrázalas
abrazalo	abrázalo
abrazalos	abrázalos
abrazame	abrázame
abrazandola	abrazándola
abrazandolas	abrazándolas
abrazandole	abrazándole
abrazandoles	abrazándoles
abrazandolo	abrazándolo
abrazandolos	abrazándolos
abrazandome	abrazándome
abrazandonos	abrazándonos
abrazandoos	abrazándoos
abrazandose	abrazándose
abrazandote	abrazándote
abrazanos	abrázanos
abrazaramos	abrazáramos
abrazaria	abrazaría
abrazariais	abrazaríais
abrazariamos	abrazaríamos
abrazarian	abrazarían
abrazarias	abrazarías
abrazasemos	abrazásemos
abreceis	abrecéis
abrego	ábrego
abregos	ábregos
abrela	ábrela
abrelas	ábrelas
abrele	ábrele
abreles	ábreles
abrelo	ábrelo
abrelos	ábrelos
abreme	ábreme
abrenos	ábrenos
abrete	ábrete
abretonabamos	abretonábamos
abretonais	abretonáis
abretonandose	abretonándose
abretonaramos	abretonáramos
abretonaria	abretonaría
abretonariais	abretonaríais
abretonariamos	abretonaríamos
abretonarian	abretonarían
abretonarias	abretonarías
abretonasemos	abretonásemos
abretoneis	abretonéis
abrevabamos	abrevábamos
abrevais	abreváis
abrevandose	abrevándose
abrevaramos	abreváramos
abrevaria	abrevaría
abrevariais	abrevaríais
abrevariamos	abrevaríamos
abrevarian	abrevarían
abrevarias	abrevarías
abrevasemos	abrevásemos
abreveis	abrevéis
abreviabamos	abreviábamos
abreviacion	abreviación
abreviaduria	abreviaduría
abreviadurias	abreviadurías
abreviais	abreviáis
abreviandose	abreviándose
abreviaramos	abreviáramos
abreviaria	abreviaría
abreviariais	abreviaríais
abreviariamos	abreviaríamos
abreviarian	abreviarían
abreviarias	abreviarías
abreviasemos	abreviásemos
abrevieis	abreviéis
abrezabamos	abrezábamos
abrezais	abrezáis
abrezandose	abrezándose
abrezaramos	abrezáramos
abrezaria	abrezaría
abrezariais	abrezaríais
abrezariamos	abrezaríamos
abrezarian	abrezarían
abrezarias	abrezarías
abrezasemos	abrezásemos
abri	abrí
abria	abría
abriais	abríais
abriamos	abríamos
abrian	abrían
abrias	abrías
abriendola	abriéndola
abriendolas	abriéndolas
abriendole	abriéndole
abriendoles	abriéndoles
abriendolo	abriéndolo
abriendolos	abriéndolos
abriendome	abriéndome
abriendonos	abriéndonos
abriendoos	abriéndoos
abriendose	abriéndose
abriendote	abriéndote
abrieramos	abriéramos
abrieremos	abriéremos
abriesemos	abriésemos
abrigabamos	abrigábamos
abrigais	abrigáis
abrigandola	abrigándola
abrigandolas	abrigándolas
abrigandole	abrigándole
abrigandoles	abrigándoles
abrigandolo	abrigándolo
abrigandolos	abrigándolos
abrigandome	abrigándome
abrigandonos	abrigándonos
abrigandoos	abrigándoos
abrigandose	abrigándose
abrigandote	abrigándote
abrigaramos	abrigáramos
abrigaria	abrigaría
abrigariais	abrigaríais
abrigariamos	abrigaríamos
abrigarian	abrigarían
abrigarias	abrigarías
abrigasemos	abrigásemos
abrigate	abrígate
abrigueis	abriguéis
abriguemonos	abriguémonos
abriguense	abríguense
abriguese	abríguese
abrillantabamos	abrillantábamos
abrillantais	abrillantáis
abrillantandose	abrillantándose
abrillantaramos	abrillantáramos
abrillantaria	abrillantaría
abrillantariais	abrillantaríais
abrillantariamos	abrillantaríamos
abrillantarian	abrillantarían
abrillantarias	abrillantarías
abrillantasemos	abrillantásemos
abrillanteis	abrillantéis
abrio	abrió
abriolabamos	abriolábamos
abriolais	abrioláis
abriolandose	abriolándose
abriolaramos	abrioláramos
abriolaria	abriolaría
abriolariais	abriolaríais
abriolariamos	abriolaríamos
abriolarian	abriolarían
abriolarias	abriolarías
abriolasemos	abriolásemos
abrioleis	abrioléis
abrios	abríos
abrira	abrirá
abriran	abrirán
abriras	abrirás
abrire	abriré
abrireis	abriréis
abriria	abriría
abririais	abriríais
abririamos	abriríamos
abririan	abrirían
abririas	abrirías
abrirmela	abrírmela
abrirmelas	abrírmelas
abrirmelo	abrírmelo
abrirmelos	abrírmelos
abrirnosla	abrírnosla
abrirnoslas	abrírnoslas
abrirnoslo	abrírnoslo
abrirnoslos	abrírnoslos
abrirosla	abrírosla
abriroslas	abríroslas
abriroslo	abríroslo
abriroslos	abríroslos
abrirsela	abrírsela
abrirselas	abrírselas
abrirselo	abrírselo
abrirselos	abrírselos
abrirtela	abrírtela
abrirtelas	abrírtelas
abrirtelo	abrírtelo
abrirtelos	abrírtelos
abris	abrís
abrochabamos	abrochábamos
abrochais	abrocháis
abrochandome	abrochándome
abrochandonos	abrochándonos
abrochandoos	abrochándoos
abrochandose	abrochándose
abrochandote	abrochándote
abrocharamos	abrocháramos
abrocharia	abrocharía
abrochariais	abrocharíais
abrochariamos	abrocharíamos
abrocharian	abrocharían
abrocharias	abrocharías
abrocharmela	abrochármela
abrocharmelas	abrochármelas
abrocharmelo	abrochármelo
abrocharmelos	abrochármelos
abrocharnosla	abrochárnosla
abrocharnoslas	abrochárnoslas
abrocharnoslo	abrochárnoslo
abrocharnoslos	abrochárnoslos
abrocharosla	abrochárosla
abrocharoslas	abrochároslas
abrocharoslo	abrochároslo
abrocharoslos	abrochároslos
abrocharsela	abrochársela
abrocharselas	abrochárselas
abrocharselo	abrochárselo
abrocharselos	abrochárselos
abrochartela	abrochártela
abrochartelas	abrochártelas
abrochartelo	abrochártelo
abrochartelos	abrochártelos
abrochasemos	abrochásemos
abrochate	abróchate
abrocheis	abrochéis
abrochemonos	abrochémonos
abrochense	abróchense
abrochese	abróchese
abrogabamos	abrogábamos
abrogacion	abrogación
abrogais	abrogáis
abrogandose	abrogándose
abrogaramos	abrogáramos
abrogaria	abrogaría
abrogariais	abrogaríais
abrogariamos	abrogaríamos
abrogarian	abrogarían
abrogarias	abrogarías
abrogasemos	abrogásemos
abrogueis	abroguéis
abromabamos	abromábamos
abromais	abromáis
abromandose	abromándose
abromaramos	abromáramos
abromaria	abromaría
abromariais	abromaríais
abromariamos	abromaríamos
abromarian	abromarían
abromarias	abromarías
abromasemos	abromásemos
abromeis	abroméis
abroncabamos	abroncábamos
abroncais	abroncáis
abroncandose	abroncándose
abroncaramos	abroncáramos
abroncaria	abroncaría
abroncariais	abroncaríais
abroncariamos	abroncaríamos
abroncarian	abroncarían
abroncarias	abroncarías
abroncasemos	abroncásemos
abronqueis	abronquéis
abroquelabamos	abroquelábamos
abroquelais	abroqueláis
abroquelandose	abroquelándose
abroquelaramos	abroqueláramos
abroquelaria	abroquelaría
abroquelariais	abroquelaríais
abroquelariamos	abroquelaríamos
abroquelarian	abroquelarían
abroquelarias	abroquelarías
abroquelasemos	abroquelásemos
abroqueleis	abroqueléis
abrotano	abrótano
abrotanos	abrótanos
abrotoñabamos	abrotoñábamos
abrotoñais	abrotoñáis
abrotoñandose	abrotoñándose
abrotoñaramos	abrotoñáramos
abrotoñaria	abrotoñaría
abrotoñariais	abrotoñaríais
abrotoñariamos	abrotoñaríamos
abrotoñarian	abrotoñarían
abrotoñarias	abrotoñarías
abrotoñasemos	abrotoñásemos
abrotoñeis	abrotoñéis
abruceis	abrucéis
abrumabamos	abrumábamos
abrumais	abrumáis
abrumandola	abrumándola
abrumandolas	abrumándolas
abrumandolo	abrumándolo
abrumandolos	abrumándolos
abrumandome	abrumándome
abrumandonos	abrumándonos
abrumandoos	abrumándoos
abrumandose	abrumándose
abrumandote	abrumándote
abrumaramos	abrumáramos
abrumaria	abrumaría
abrumariais	abrumaríais
abrumariamos	abrumaríamos
abrumarian	abrumarían
abrumarias	abrumarías
abrumasemos	abrumásemos
abrumeis	abruméis
abruzabamos	abruzábamos
abruzais	abruzáis
abruzandose	abruzándose
abruzaramos	abruzáramos
abruzaria	abruzaría
abruzariais	abruzaríais
abruzariamos	abruzaríamos
abruzarian	abruzarían
abruzarias	abruzarías
abruzasemos	abruzásemos
abside	ábside
absides	ábsides
absolucion	absolución
absolvais	absolváis
absolveis	absolvéis
absolvera	absolverá
absolveran	absolverán
absolveras	absolverás
absolvere	absolveré
absolvereis	absolveréis
absolveria	absolvería
absolveriais	absolveríais
absolveriamos	absolveríamos
absolverian	absolverían
absolverias	absolverías
absolvi	absolví
absolvia	absolvía
absolviais	absolvíais
absolviamos	absolvíamos
absolvian	absolvían
absolvias	absolvías
absolviendose	absolviéndose
absolvieramos	absolviéramos
absolvieremos	absolviéremos
absolviesemos	absolviésemos
absolvio	absolvió
absorbais	absorbáis
absorbeis	absorbéis
absorbera	absorberá
absorberan	absorberán
absorberas	absorberás
absorbere	absorberé
absorbereis	absorberéis
absorberia	absorbería
absorberiais	absorberíais
absorberiamos	absorberíamos
absorberian	absorberían
absorberias	absorberías
absorbi	absorbí
absorbia	absorbía
absorbiais	absorbíais
absorbiamos	absorbíamos
absorbian	absorbían
absorbias	absorbías
absorbiendola	absorbiéndola
absorbiendolas	absorbiéndolas
absorbiendolo	absorbiéndolo
absorbiendolos	absorbiéndolos
absorbiendose	absorbiéndose
absorbieramos	absorbiéramos
absorbieremos	absorbiéremos
absorbiesemos	absorbiésemos
absorbio	absorbió
absorcion	absorción
absortabamos	absortábamos
absortais	absortáis
absortandose	absortándose
absortaramos	absortáramos
absortaria	absortaría
absortariais	absortaríais
absortariamos	absortaríamos
absortarian	absortarían
absortarias	absortarías
absortasemos	absortásemos
absorteis	absortéis
abstencion	abstención
abstendra	abstendrá
abstendran	abstendrán
abstendras	abstendrás
abstendre	abstendré
abstendreis	abstendréis
abstendria	abstendría
abstendriais	abstendríais
abstendriamos	abstendríamos
abstendrian	abstendrían
abstendrias	abstendrías
absteneis	abstenéis
abstengais	abstengáis
abstengamonos	abstengámonos
abstenganse	absténganse
abstengase	absténgase
abstenia	abstenía
absteniais	absteníais
absteniamos	absteníamos
abstenian	abstenían
abstenias	abstenías
absteniendose	absteniéndose
abstergeis	abstergéis
abstergera	abstergerá
abstergeran	abstergerán
abstergeras	abstergerás
abstergere	abstergeré
abstergereis	abstergeréis
abstergeria	abstergería
abstergeriais	abstergeríais
abstergeriamos	abstergeríamos
abstergerian	abstergerían
abstergerias	abstergerías
abstergi	abstergí
abstergia	abstergía
abstergiais	abstergíais
abstergiamos	abstergíamos
abstergian	abstergían
abstergias	abstergías
abstergiendose	abstergiéndose
abstergieramos	abstergiéramos
abstergieremos	abstergiéremos
abstergiesemos	abstergiésemos
abstergio	abstergió
absterjais	absterjáis
abstraccion	abstracción
abstraeis	abstraéis
abstraera	abstraerá
abstraeran	abstraerán
abstraeras	abstraerás
abstraere	abstraeré
abstraereis	abstraeréis
abstraeria	abstraería
abstraeriais	abstraeríais
abstraeriamos	abstraeríamos
abstraerian	abstraerían
abstraerias	abstraerías
abstraia	abstraía
abstraiais	abstraíais
abstraiamos	abstraíamos
abstraian	abstraían
abstraias	abstraías
abstraida	abstraída
abstraidas	abstraídas
abstraido	abstraído
abstraidos	abstraídos
abstraiendola	abstraiéndola
abstraiendolas	abstraiéndolas
abstraiendolo	abstraiéndolo
abstraiendolos	abstraiéndolos
abstraigais	abstraigáis
abstrajeramos	abstrajéramos
abstrajeremos	abstrajéremos
abstrajesemos	abstrajésemos
abstrayendose	abstrayéndose
abstuvieramos	abstuviéramos
abstuvieremos	abstuviéremos
abstuviesemos	abstuviésemos
absuelveme	absuélveme
absuelvenos	absuélvenos
abuceis	abucéis
abucheabamos	abucheábamos
abucheais	abucheáis
abucheandose	abucheándose
abuchearamos	abucheáramos
abuchearia	abuchearía
abucheariais	abuchearíais
abucheariamos	abuchearíamos
abuchearian	abuchearían
abuchearias	abuchearías
abucheasemos	abucheásemos
abucheeis	abucheéis
abudabi	abudabí
abudabies	abudabíes
abudabis	abudabís
abujardabamos	abujardábamos
abujardais	abujardáis
abujardandose	abujardándose
abujardaramos	abujardáramos
abujardaria	abujardaría
abujardariais	abujardaríais
abujardariamos	abujardaríamos
abujardarian	abujardarían
abujardarias	abujardarías
abujardasemos	abujardásemos
abujardeis	abujardéis
abulica	abúlica
abulicas	abúlicas
abulico	abúlico
abulicos	abúlicos
abullonabamos	abullonábamos
abullonais	abullonáis
abullonandose	abullonándose
abullonaramos	abullonáramos
abullonaria	abullonaría
abullonariais	abullonaríais
abullonariamos	abullonaríamos
abullonarian	abullonarían
abullonarias	abullonarías
abullonasemos	abullonásemos
abulloneis	abullonéis
abulon	abulón
abultabamos	abultábamos
abultais	abultáis
abultandose	abultándose
abultaramos	abultáramos
abultaria	abultaría
abultariais	abultaríais
abultariamos	abultaríamos
abultarian	abultarían
abultarias	abultarías
abultasemos	abultásemos
abulteis	abultéis
abundabamos	abundábamos
abundais	abundáis
abundandose	abundándose
abundantisima	abundantísima
abundantisimas	abundantísimas
abundantisimo	abundantísimo
abundantisimos	abundantísimos
abundaramos	abundáramos
abundaria	abundaría
abundariais	abundaríais
abundariamos	abundaríamos
abundarian	abundarían
abundarias	abundarías
abundasemos	abundásemos
abundeis	abundéis
abuñolabamos	abuñolábamos
abuñolais	abuñoláis
abuñolandose	abuñolándose
abuñolaramos	abuñoláramos
abuñolaria	abuñolaría
abuñolariais	abuñolaríais
abuñolariamos	abuñolaríamos
abuñolarian	abuñolarían
abuñolarias	abuñolarías
abuñolasemos	abuñolásemos
abuñole	abuñolé
abuñoleis	abuñoléis
abuñolo	abuñoló
abuñuelabamos	abuñuelábamos
abuñuelais	abuñueláis
abuñuelandose	abuñuelándose
abuñuelaramos	abuñueláramos
abuñuelaria	abuñuelaría
abuñuelariais	abuñuelaríais
abuñuelariamos	abuñuelaríamos
abuñuelarian	abuñuelarían
abuñuelarias	abuñuelarías
abuñuelasemos	abuñuelásemos
abuñueleis	abuñueléis
aburabamos	aburábamos
aburais	aburáis
aburandose	aburándose
aburaramos	aburáramos
aburaria	aburaría
aburariais	aburaríais
aburariamos	aburaríamos
aburarian	aburarían
aburarias	aburarías
aburasemos	aburásemos
abureis	aburéis
aburguesabamos	aburguesábamos
aburguesais	aburguesáis
aburguesandose	aburguesándose
aburguesaramos	aburguesáramos
aburguesaria	aburguesaría
aburguesariais	aburguesaríais
aburguesariamos	aburguesaríamos
aburguesarian	aburguesarían
aburguesarias	aburguesarías
aburguesasemos	aburguesásemos
aburgueseis	aburgueséis
aburrabamos	aburrábamos
aburrais	aburráis
aburrandose	aburrándose
aburraramos	aburráramos
aburraria	aburraría
aburrariais	aburraríais
aburrariamos	aburraríamos
aburrarian	aburrarían
aburrarias	aburrarías
aburrasemos	aburrásemos
aburreis	aburréis
aburri	aburrí
aburria	aburría
aburriais	aburríais
aburriamos	aburríamos
aburrian	aburrían
aburrias	aburrías
aburricion	aburrición
aburriendola	aburriéndola
aburriendolas	aburriéndolas
aburriendole	aburriéndole
aburriendoles	aburriéndoles
aburriendolo	aburriéndolo
aburriendolos	aburriéndolos
aburriendome	aburriéndome
aburriendonos	aburriéndonos
aburriendoos	aburriéndoos
aburriendose	aburriéndose
aburriendote	aburriéndote
aburrieramos	aburriéramos
aburrieremos	aburriéremos
aburriesemos	aburriésemos
aburrio	aburrió
aburrira	aburrirá
aburriran	aburrirán
aburriras	aburrirás
aburrire	aburriré
aburrireis	aburriréis
aburriria	aburriría
aburririais	aburriríais
aburririamos	aburriríamos
aburririan	aburrirían
aburririas	aburrirías
aburris	aburrís
aburujabamos	aburujábamos
aburujais	aburujáis
aburujandose	aburujándose
aburujaramos	aburujáramos
aburujaria	aburujaría
aburujariais	aburujaríais
aburujariamos	aburujaríamos
